Name,WMC,TCC,LOCC,NBM,GOD LASS,CBO,ATFD,NOAP,NOA,NOM,FDP,CM,CC,NOAM,AMW,Brainlass
TestBeep,1,1,4,0,0,0,0,1,1,2,0,0,0,0,0.5,0
InteractionsDocumentTest,6,1,80,0,0,4,3,0,2,6,2,0,0,0,1,0
InteractionsModel,77,0.04,785,0,1,14,3,3,20,69,3,53,14,7,1.12,0
InteractionsDJDocumentTest,6,0.1,150,0,0,4,2,0,5,5,1,0,0,0,1.2,0
CommandUndoableEdit,4,0,21,0,0,0,0,0,2,4,0,0,0,0,1,0
HistoryTest,20,0.59,298,0,0,7,1,0,2,18,1,0,0,0,1.11,0
History,46,0.44,248,0,0,5,5,1,8,22,4,36,3,1,2.09,0
12,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
11,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
10,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
9,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
8,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
7,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
6,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
5,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
4,1,1,4,0,0,4,1,0,0,1,1,0,0,0,1,0
3,1,1,10,0,0,7,2,0,0,1,2,0,0,0,1,0
2,1,1,9,0,0,7,2,0,0,1,2,0,0,0,1,0
1,1,1,5,0,0,2,2,0,0,1,2,0,0,0,1,0
RMIInteractionsModel,23,0.8,152,0,0,5,3,0,1,20,3,12,2,0,1.15,0
InputListener,0,1,3,0,0,0,0,0,0,1,0,3,2,0,0,0
DummyInteractionsListener,9,0,40,0,0,0,0,0,0,10,0,0,0,0,0.9,0
InteractionsListener,0,0,42,0,0,0,0,0,0,9,0,17,2,0,0,0
InteractionsScriptModel,11,0.87,112,0,0,4,1,0,5,7,1,18,2,0,1.57,0
InteractionsDocument,43,0.39,281,0,0,3,1,0,8,34,1,51,14,2,1.26,0
DefaultInteractionsModel,20,0.16,211,0,0,12,3,0,2,20,3,0,0,0,1,0
InteractionsDJDocument,47,0.25,278,0,1,8,11,0,7,28,2,17,4,2,1.68,0
DrJavaBookTest,7,0.67,50,0,0,1,1,0,1,7,1,0,0,0,1,0
PagePrinter,5,0.33,83,0,0,1,1,0,4,4,1,1,1,0,1.25,0
DrJavaBook,11,0.67,123,1,0,1,0,1,8,5,0,3,1,1,2.2,0
JUnitTestRunner,11,0.14,86,0,0,3,0,0,6,8,0,2,1,0,1.38,0
JUnitTestManager,40,0.39,447,3,0,15,25,0,12,10,14,2,1,1,4,0
JUnitErrorModelTest,5,1,370,0,0,14,5,0,9,3,3,0,0,0,1.67,0
JUnitError,8,0.27,72,0,0,0,0,0,4,8,0,2,2,1,1,0
JUnitResultTuple,3,0,18,0,0,0,0,0,2,3,0,1,1,2,1,0
JUnitEventNotifier,10,0,80,0,0,1,2,0,0,10,1,9,1,0,1,0
JUnitModelCallback,0,0,47,0,0,0,0,0,0,9,0,14,4,0,0,0
5,5,1,51,0,0,3,0,2,2,2,0,0,0,0,2.5,0
4,3,0,9,0,0,0,0,0,0,2,0,0,0,1,1.5,0
3,1,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0
2,2,1,10,0,0,4,0,0,0,1,0,0,0,0,2,0
1,1,1,7,0,0,3,1,0,0,1,1,0,0,0,1,0
ConcJUnitUtils,26,0.07,297,0,0,9,1,0,0,8,1,0,0,0,3.25,0
JUnitListener,0,0,47,0,0,0,0,0,0,9,0,0,0,0,0,0
JUnitErrorModel,2,1,16,0,0,0,0,0,1,2,0,1,1,0,1,0
DefaultJUnitModel,43,0.12,567,0,0,27,10,0,10,33,6,8,1,3,1.3,0
JUnitModel,0,0,89,0,0,0,0,0,0,15,0,20,5,0,0,0
NoJavadocAvailable,10,0.28,66,0,0,3,0,0,2,10,0,0,0,1,1,0
JavadocModelTest,14,0.01,88,0,0,6,0,0,1,14,0,0,0,0,1,0
JavadocException,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0
7,1,1,1,0,0,2,1,0,0,1,1,0,0,0,1,0
6,1,1,3,0,0,2,1,0,0,1,1,0,0,0,1,0
5,1,1,6,0,0,1,1,0,0,1,1,0,0,0,1,0
4,1,1,65,0,0,4,1,0,0,1,1,0,0,0,1,0
3,1,1,51,0,0,3,1,0,0,1,1,0,0,0,1,0
2,1,1,1,0,0,2,1,0,0,1,1,0,0,0,1,0
1,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0
JavadocEventNotifier,4,0,38,0,0,1,0,0,0,4,0,15,5,0,1,0
DefaultJavadocModel,36,0.19,544,0,0,20,2,0,4,19,2,6,4,1,1.89,0
JavadocListener,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0
JavadocModel,0,0,60,0,0,0,0,0,1,9,0,11,5,0,0,0
NoDebuggerAvailable,33,0,145,0,0,0,0,0,1,33,0,0,0,4,1,0
LineNotExecutableException,1,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0
DebugWatchDataTest,3,0,62,0,0,1,4,0,0,3,1,0,0,0,1,0
StepTestListener,2,1,10,0,0,2,0,0,0,2,0,0,0,0,1,0
BreakpointTestListener,11,0.8,67,0,0,3,1,0,0,11,1,0,0,0,1,0
DebugStartAndStopListener,3,1,21,0,0,3,1,0,0,3,1,0,0,0,1,0
DebugTestListener,34,0.01,125,0,0,0,0,0,16,34,0,0,0,0,1,0
5,1,1,9,0,0,2,0,0,0,1,0,0,0,0,1,0
4,1,1,9,0,0,3,1,0,0,1,1,0,0,0,1,0
3,1,1,9,0,0,3,1,0,0,1,1,0,0,0,1,0
2,1,1,6,0,0,3,1,0,0,1,1,0,0,0,1,0
1,1,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0
InterpretListener,4,1,27,0,0,3,1,0,0,4,1,0,0,0,1,0
DebugTestCase,17,0.32,639,0,0,8,2,0,12,12,2,10,4,0,1.42,0
DebugStackData,3,0,19,0,0,0,0,0,2,3,0,2,2,2,1,0
StepType,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DebugModelCallback,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
DebugListener,0,0,59,0,0,0,0,0,0,13,0,0,0,0,0,0
DebugEventNotifier,32,0,209,0,0,1,0,0,0,16,0,13,1,0,2,0
Debugger,0,0,168,0,0,0,0,0,0,29,0,29,14,0,0,0
DebugWatchData,16,0.44,101,0,0,0,0,0,9,13,0,12,6,6,1.23,0
DebugBreakpointData,0,0,10,0,0,0,0,0,0,3,0,9,5,0,0,0
DebugException,4,0,6,0,0,0,0,0,0,4,0,0,0,0,1,0
Breakpoint,0,0,17,0,0,0,0,0,0,4,0,4,1,0,0,0
Javac160OpenJDKCompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
Javac160OpenJDKCompiler,22,0,154,0,0,5,9,0,2,6,5,1,1,0,3.67,0
NextGenCompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
NextGenCompiler,30,0.03,287,0,0,6,10,0,1,15,6,1,1,2,2,0
MintCompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
MintCompiler,65,0.1,496,1,0,6,1,5,15,26,1,1,1,3,2.5,0
Javac170CompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
Javac160CompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
CompilerErrorListener,8,1,39,0,0,0,0,0,1,2,0,0,0,0,4,0
Javac160Compiler,11,0,131,0,0,6,2,0,0,4,1,1,1,0,2.75,0
Javac150CompilerTest,4,0,25,0,0,5,1,0,0,4,1,0,0,0,1,0
OurLog,10,0.2,80,0,0,1,0,0,2,7,0,1,1,1,1.43,0
Javac150Compiler,19,0,299,0,0,7,3,0,4,9,2,1,1,0,2.11,0
HjCompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
HjCompiler,25,0,243,0,0,4,0,0,2,14,0,1,1,2,1.79,0
EclipseCompilerTest,3,0,19,0,0,3,0,0,0,3,0,0,0,0,1,0
Javac170Compiler,19,0,154,1,0,5,2,0,0,4,1,1,1,0,4.75,0
EclipseCompiler,21,0,140,1,0,6,2,0,2,6,1,1,1,1,3.5,0
NoCompilerAvailable,16,0,70,0,0,6,5,0,2,16,4,0,0,2,1,0
JavacCompiler,46,0,510,1,1,6,7,0,5,22,5,0,0,0,2.09,0
Javac160FilteringCompiler,9,1,87,0,0,1,3,0,4,2,1,0,0,0,4.5,0
DummyCompilerListener,6,0,8,0,0,0,0,0,0,7,0,0,0,0,0.86,0
DefaultCompilerModel,53,0.22,650,0,1,21,8,1,8,26,3,0,0,4,2.04,0
WarningOptionListener,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
CompilerOptions,9,1,70,0,0,1,1,0,7,2,1,0,0,0,4.5,0
LanguageLevelStackTraceMapper,30,0.09,269,0,0,3,0,0,3,11,0,6,5,0,2.73,0
CompilerInterface,0,0,87,0,0,0,0,0,0,15,0,28,20,0,0,0
CompilerListener,0,0,25,0,0,0,0,0,0,6,0,0,0,0,0,0
CompilerEventNotifier,6,0,52,0,0,1,0,0,0,6,0,8,1,0,1,0
CompilerErrorModelTest,23,0.97,368,0,0,5,4,0,5,16,1,0,0,0,1.44,0
StartAndEndIndex,3,0,11,0,0,0,0,0,2,3,0,2,1,2,1,0
2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,5,0,11,0,0,0,0,0,0,5,0,0,0,0,1,0
CompilerError,3,0,26,0,0,0,0,0,0,3,0,0,0,0,1,0
CompilerModel,0,0,85,0,0,0,0,0,0,15,0,70,23,0,0,0
TestGlobalModel,7,0,19,0,0,0,0,0,0,8,0,0,0,0,0.88,0
DocumentCacheTest,13,0.55,508,0,0,7,2,0,5,13,2,0,0,0,1,0
1,1,1,3,0,0,2,1,0,0,1,1,0,0,0,1,0
RegistrationListener,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
DocManager,35,0.43,193,0,0,6,3,0,4,20,1,1,1,0,1.75,0
DDReconstructor,0,0,23,0,0,0,0,0,0,4,0,6,1,0,0,0
DCacheAdapter,0,0,48,0,0,0,0,0,0,11,0,21,2,0,0,0
DocumentCache,13,0.28,296,0,0,3,0,0,10,11,0,7,2,1,1.18,0
SwingDocumentTest,5,0.3,73,0,0,2,1,0,1,5,1,0,0,0,1,0
ReadersWritersLocking,0,0,25,0,0,0,0,0,1,6,0,0,0,0,0,0
ConsoleDocumentTest,5,0.3,81,0,0,4,2,0,1,5,1,0,0,0,1,0
2,1,1,9,0,0,1,0,0,0,1,0,0,0,0,1,0
DocumentEditCondition,2,0,12,0,0,0,0,0,0,3,0,6,2,0,0.67,0
ConsoleEditCondition,3,0,11,0,0,1,1,0,0,3,1,0,0,0,1,0
1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
ConsoleDocumentInterface,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0
EditDocumentException,3,1,27,0,0,0,0,0,1,3,0,0,0,1,1,0
SwingDocumentInterface,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EditDocumentInterface,0,0,85,0,0,0,0,0,3,12,0,2,1,0,0,0
AbstractDocumentInterface,0,0,34,0,0,0,0,0,0,7,0,51,19,0,0,0
ConsoleDocument,46,0.31,334,0,0,7,0,0,10,35,0,116,26,7,1.31,0
SwingDocument,31,0.03,187,0,0,3,0,0,3,23,0,76,23,3,1.35,0
SingleQuoteTest,8,0.86,328,0,0,2,0,0,0,8,0,0,0,0,1,0
ReducedModelTest,39,0.81,1035,0,0,3,3,0,0,39,2,0,0,0,1,0
Stutter,3,1,12,0,0,2,0,0,1,2,0,0,0,0,1.5,0
ReducedModelDeleteTest,13,1,355,0,0,2,1,0,0,13,1,0,0,0,1,0
ReducedModelComment,90,0.54,531,0,0,5,4,1,1,27,2,14,1,0,3.33,0
ModelListTest,17,0.86,251,0,0,2,0,0,2,14,0,0,0,0,1.21,0
ModelIterator,34,0.72,190,0,0,1,4,0,2,22,1,73,13,1,1.55,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Node,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ModelList,11,0.31,302,0,0,2,2,0,4,10,2,22,5,0,1.1,0
MixedQuoteTest,6,0.3,82,0,0,3,0,0,1,5,0,0,0,0,1.2,0
InsideSingleQuote,6,1,49,0,0,4,1,0,1,2,1,0,0,0,3,0
InsideLineComment,4,1,34,0,0,4,1,0,1,2,1,0,0,0,2,0
InsideDoubleQuote,6,1,44,0,0,4,1,0,1,2,1,0,0,0,3,0
InsideBlockComment,4,1,39,0,0,4,1,0,1,2,1,0,0,0,2,0
IndentInfo,17,0.2,73,0,0,0,0,0,11,17,0,0,0,7,1,0
GapTest,2,1,29,0,0,2,1,0,0,2,1,0,0,0,1,0
Gap,31,0.02,147,0,0,0,0,0,1,28,0,2,1,2,1.11,0
Free,10,1,69,0,0,4,1,0,1,2,1,0,0,0,5,0
BraceTest,16,0.72,136,0,0,2,3,0,2,16,2,0,0,0,1,0
1,5,0,12,0,0,0,0,0,0,5,0,0,0,0,1,0
BraceInfoTest,4,1,79,0,0,4,0,0,2,4,0,0,0,0,1,0
BraceException,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0
Brace,48,0.44,191,0,0,1,0,0,16,30,0,14,2,1,1.6,0
BraceReductionTestCase,4,0,31,0,0,3,1,0,3,3,1,0,0,0,1.33,0
BackSlashTest,12,0.58,359,0,0,3,0,0,3,11,0,0,0,0,1.09,0
ReducedToken,23,0.04,193,0,0,1,0,0,1,36,0,116,19,2,0.64,0
Iterator,121,0.05,454,0,0,7,2,0,1,23,2,46,10,2,5.26,0
TokenList,1,1,460,0,0,1,0,0,0,2,0,3,1,0,0.5,0
AbstractReducedModel,43,0.51,237,0,0,6,2,2,3,22,1,14,1,0,1.95,0
BraceReduction,0,0,88,0,0,0,0,0,0,14,0,9,4,0,0,0
ReducedModelStates,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0
BraceInfo,6,0.83,43,0,0,0,0,0,7,5,0,13,10,0,1.2,0
ReducedModelState,15,0,63,0,0,3,1,0,0,3,1,1,1,0,5,0
ReducedModelControl,58,0.79,382,0,0,9,2,3,3,35,2,110,12,2,1.66,0
QuestionStartingNewStmtTest,3,1,111,0,0,3,0,0,0,3,0,0,0,0,1,0
QuestionStartingNewStmt,3,1,43,0,0,2,1,0,0,2,1,0,0,0,1.5,0
QuestionStartAfterOpenBraceTest,6,1,85,0,0,1,0,0,2,6,0,0,0,0,1,0
QuestionStartAfterOpenBrace,6,1,41,0,0,3,1,0,0,2,1,0,0,0,3,0
QuestionPrevLineStartsWithTest,9,1,144,0,0,2,0,0,0,9,0,0,0,0,1,0
QuestionPrevLineStartsWith,3,1,43,0,0,2,1,0,1,2,1,0,0,0,1.5,0
QuestionPrevLineStartsJavaDocWithText,5,1,38,0,0,2,1,0,0,2,1,0,0,0,2.5,0
QuestionPrevLineStartsCommentTest,7,1,55,0,0,1,0,1,4,7,0,0,0,0,1,0
QuestionPrevLineStartsComment,3,1,46,0,0,2,1,0,0,2,1,0,0,0,1.5,0
QuestionNewParenPhraseTest,10,1,134,0,0,2,0,0,0,10,0,0,0,0,1,0
QuestionNewParenPhrase,5,1,51,0,0,2,1,0,1,2,1,0,0,0,2.5,0
QuestionLineContainsTest,4,1,75,0,0,3,0,0,0,4,0,0,0,0,1,0
QuestionLineContains,3,1,33,0,0,1,1,0,1,2,1,0,0,0,1.5,0
QuestionInsideCommentTest,12,0.83,61,0,0,1,0,1,1,12,0,0,0,0,1,0
QuestionInsideComment,2,1,12,0,0,1,1,0,0,2,1,0,0,0,1,0
QuestionHasCharPrecedingOpenBraceTest,3,1,136,0,0,2,0,0,1,3,0,0,0,0,1,0
QuestionHasCharPrecedingOpenBrace,5,1,43,0,0,2,1,0,1,2,1,0,0,0,2.5,0
QuestionExistsCharInStmtTest,6,1,139,0,0,3,0,0,0,6,0,0,0,0,1,0
QuestionExistsCharInStmt,2,1,40,0,0,1,1,0,2,2,1,0,0,0,1,0
QuestionExistsCharInPrevStmt,3,1,26,0,0,1,1,0,1,2,1,0,0,0,1.5,0
QuestionCurrLineStartsWithTest,9,1,146,0,0,2,0,0,0,9,0,0,0,0,1,0
QuestionCurrLineStartsWithSkipCommentsTest,3,1,146,0,0,2,0,0,2,3,0,0,0,0,1,0
QuestionCurrLineStartsWithSkipComments,12,1,71,0,0,3,1,0,1,2,1,0,0,0,6,0
QuestionCurrLineStartsWith,3,1,38,0,0,2,1,0,1,2,1,0,0,0,1.5,0
QuestionCurrLineIsWingCommentTest,4,1,33,0,0,1,0,2,2,4,0,0,0,0,1,0
QuestionCurrLineIsWingComment,3,1,31,0,0,2,1,0,0,2,1,0,0,0,1.5,0
QuestionCurrLineEmptyOrEnterPressTest,5,1,42,0,0,1,0,2,2,5,0,0,0,0,1,0
QuestionCurrLineEmptyOrEnterPress,3,1,18,0,0,1,1,0,0,2,1,0,0,0,1.5,0
QuestionCurrLineEmpty,2,1,17,0,0,1,1,0,0,2,1,0,0,0,1,0
QuestionBraceIsParenOrBracketTest,17,1,196,0,0,1,0,0,2,4,0,0,0,0,4.25,0
QuestionBraceIsParenOrBracket,3,1,26,0,0,2,0,0,0,2,0,0,0,0,1.5,0
QuestionBraceIsCurlyTest,4,1,150,0,0,1,0,0,2,3,0,0,0,0,1.33,0
QuestionBraceIsCurly,2,1,20,0,0,2,0,0,0,2,0,0,0,0,1,0
IndentRuleWithTraceTest,2,1,37,0,0,5,0,0,0,1,0,0,0,0,2,0
1,5,0,9,0,0,0,0,0,0,5,0,0,0,0,1,0
IndentRuleQuestion,8,0,78,0,0,1,1,0,2,7,1,87,15,0,1.14,0
IndentRuleWithTrace,14,0.11,85,0,0,1,1,0,6,9,1,34,7,0,1.56,0
IndentRule,0,1,8,0,0,0,0,0,0,1,0,1,1,0,0,0
ActionStartStmtOfBracePlusTest,7,1,272,0,0,3,0,0,0,7,0,0,0,0,1,0
ActionStartStmtOfBracePlus,4,1,44,0,0,2,1,0,1,2,1,0,0,0,2,0
ActionStartPrevStmtPlusTest,8,1,155,0,0,3,0,0,0,8,0,0,0,0,1,0
ActionStartPrevStmtPlus,11,1,90,1,0,2,1,0,2,2,1,0,0,0,5.5,0
ActionStartPrevLinePlusTest,11,0.82,81,0,0,4,0,0,0,11,0,0,0,0,1,0
ActionStartPrevLinePlusMultilinePreserveTest,13,0,154,0,0,4,1,0,0,13,1,0,0,0,1,0
ActionStartPrevLinePlusMultilinePreserve,3,1,61,0,0,4,1,0,5,2,1,0,0,0,1.5,0
ActionStartPrevLinePlusMultiline,10,1,85,0,0,2,1,0,3,2,1,1,1,0,5,0
ActionStartPrevLinePlus,4,1,36,0,0,2,1,0,1,2,1,0,0,0,2,0
ActionStartCurrStmtPlus,2,1,33,0,0,1,1,0,1,2,1,0,0,0,1,0
ActionDoNothingTest,3,1,50,0,0,2,0,0,0,3,0,0,0,0,1,0
ActionDoNothing,1,1,12,0,0,0,0,0,0,2,0,0,0,0,0.5,0
IndentRulesTestCase,4,1,93,0,0,2,0,0,2,4,0,0,0,0,1,0
ActionBracePlusTest,4,1,172,0,0,3,0,0,3,4,0,0,0,0,1,0
IndentRuleAction,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ActionBracePlus,5,1,41,0,0,2,1,0,1,2,1,0,0,0,2.5,0
IndentReason,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indenter,5,0.33,122,0,0,28,0,0,2,4,0,3,3,1,1.25,0
WriterLogSink,4,0,19,0,0,1,0,0,1,4,0,0,0,0,1,0
VoidLog,23,0,34,0,0,0,0,0,1,23,0,0,0,0,1,0
Entry,8,0,33,0,0,2,0,0,5,8,0,2,1,0,1,0
Tree,11,0.33,129,0,0,3,0,0,5,7,0,8,1,0,1.57,0
TreeLogSink,11,0.05,247,0,0,4,1,0,3,9,1,0,0,0,1.22,0
SystemOutLogSink,7,0,51,0,0,0,0,0,3,6,0,0,0,0,1.17,0
SystemErrLogSink,7,0,51,0,0,0,0,0,3,6,0,0,0,0,1.17,0
StandardLog,23,1,97,0,0,7,0,0,2,23,0,0,0,0,1,0
SplitLogSink,16,0.14,71,0,0,1,2,0,2,15,1,0,0,0,1.07,0
ServerFactory,2,1,16,0,0,0,0,0,1,2,0,0,0,0,1,0
RemoteLogSink,0,0,8,0,0,0,0,0,0,6,0,6,1,0,0,0
RMILogSink,12,1,112,0,0,8,13,0,2,10,8,0,0,0,1.2,0
PopupLogSink,5,0,22,0,0,3,5,0,1,5,3,0,0,0,1,0
OutputStreamLogSink,6,0,32,0,0,0,0,0,1,6,0,0,0,0,1,0
ValueMessage,6,0,32,0,0,1,0,0,1,5,0,3,1,0,1.2,0
MessageVisitor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Indenter,11,0,56,0,0,1,0,0,3,10,0,3,1,0,1.1,0
ThreadSnapshot,23,0,129,0,0,0,0,0,13,16,0,11,4,6,1.44,0
FilteredLogSink,31,0.05,166,0,0,0,0,0,2,25,0,0,0,0,1.24,0
IndentedTextLogSink,8,0.3,76,0,0,5,9,0,5,7,5,0,0,0,1.14,0
FileLogSink,17,0.33,74,0,0,1,0,0,2,12,0,0,0,0,1.42,0
Ack,3,0,7,0,0,0,0,0,2,3,0,1,1,0,1,0
Factory,1,1,3,0,0,1,0,0,0,2,0,0,0,0,0.5,0
AckLogSink,6,0,18,0,0,1,0,0,0,7,0,0,0,0,0.86,0
DebugUtilTest,4,0,87,0,0,6,2,0,0,4,1,0,0,0,1,0
LogThrowableRunnable4,2,1,11,0,0,1,1,0,2,2,1,0,0,0,1,0
T4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LogExceptionRunnable4,2,1,11,0,0,1,1,0,2,2,1,0,0,0,1,0
LogThrowableRunnable3,2,1,9,0,0,1,1,0,2,2,1,0,0,0,1,0
T3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LogExceptionRunnable3,2,1,9,0,0,1,1,0,2,2,1,0,0,0,1,0
LogThrowableRunnable2,2,1,9,0,0,1,1,0,2,2,1,0,0,0,1,0
T2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LogExceptionRunnable2,2,1,9,0,0,1,1,0,2,2,1,0,0,0,1,0
LogThrowableRunnable1,2,1,9,0,0,1,1,0,2,2,1,0,0,0,1,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LogExceptionRunnable1,2,1,9,0,0,1,1,0,2,2,1,0,0,0,1,0
LogThrowableRunnable,2,1,9,0,0,1,0,0,2,2,0,0,0,0,1,0
LogExceptionRunnable,2,1,9,0,0,1,0,0,2,2,0,0,0,0,1,0
LogTask,1,1,6,0,0,2,0,0,0,2,0,1,1,0,0.5,0
Log,0,0,141,0,0,0,0,0,0,22,0,149,67,0,0,0
DebugUtil,74,0.01,470,0,0,26,0,2,3,31,0,0,0,0,2.39,0
DequeueThread,5,1,19,0,0,3,4,0,0,2,1,0,0,0,2.5,0
StackMessage,6,0,8,0,0,1,0,0,0,6,0,1,1,0,1,0
ErrorMessage,7,0,10,0,0,2,0,0,1,7,0,2,2,0,1,0
StandardMessage,6,0,12,0,0,1,0,0,0,6,0,1,1,0,1,0
1,1,1,13,0,0,1,0,0,0,1,0,0,0,0,1,0
AsynchronousLogSink,12,0.04,88,0,0,2,0,0,5,10,0,1,0,0,1.2,0
EndMessage,6,0,12,0,0,1,0,0,0,6,0,1,1,0,1,0
StartMessage,6,0,12,0,0,1,0,0,0,6,0,1,1,0,1,0
Message,8,0.11,30,0,0,1,3,0,2,11,1,18,7,0,0.73,0
LogSink,0,0,154,0,0,0,0,0,0,5,0,32,6,0,0,0
TextLogSink,36,0,173,0,0,7,2,0,7,21,1,1,0,0,1.71,0
AssertEmptyLogSink,6,0,27,0,0,2,0,0,1,6,0,0,0,0,1,0
Stopwatch,9,0.17,59,0,0,0,0,0,3,6,0,3,2,0,1.5,0
EventSequence,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WindowsRegistryTest,1,1,14,0,0,1,0,0,0,1,0,0,0,0,1,0
CreateResult,1,0,5,0,0,0,0,2,2,1,0,0,0,0,1,0
RegistryAccessDeniedException,3,0,11,0,0,1,0,0,2,3,0,0,0,2,1,0
RegistryKeyNotFoundException,3,0,11,0,0,1,0,0,2,3,0,0,0,2,1,0
RegistryException,5,1,8,0,0,0,0,0,1,5,0,0,0,1,1,0
WindowsRegistry,48,0.23,644,0,1,4,4,0,41,25,1,0,0,0,1.92,0
WindowsPlatform,45,0.13,498,1,0,3,0,1,4,15,0,0,0,0,3,0
2,3,0,23,0,0,1,0,0,0,3,0,0,0,0,1,0
1,2,1,8,0,0,1,1,0,0,1,1,0,0,0,2,0
MacPlatform,13,0,163,0,0,0,0,1,1,10,0,0,0,5,1.3,0
MacFactoryTest,1,1,14,0,0,0,0,0,0,1,0,0,0,0,1,0
PlatformFactory,3,1,20,0,0,0,0,0,1,1,0,0,0,0,3,0
PlatformSupport,0,0,94,0,0,0,0,0,0,18,0,31,14,0,0,0
DefaultPlatform,25,0,187,0,0,4,0,1,1,20,0,0,0,0,1.25,0
TextUtilTest,10,0,121,0,0,3,0,0,0,8,0,0,0,0,1.25,0
10,1,1,272,0,0,1,0,0,0,1,0,0,0,0,1,0
9,1,1,12,0,0,1,0,0,0,1,0,0,0,0,1,0
SGMLState,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,22,0.33,53,0,0,1,0,0,2,3,0,0,0,0,7.33,0
7,5,0,19,0,0,1,0,0,0,2,0,0,0,0,2.5,0
6,18,0,27,0,0,1,0,0,0,2,0,0,0,0,9,0
JState,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,24,1,65,0,0,1,0,0,2,3,0,0,0,0,8,0
4,12,0,24,0,0,1,0,0,0,2,0,0,0,0,6,0
3,4,0.33,14,0,0,0,0,0,0,3,0,0,0,0,1.33,0
2,5,0.33,17,0,0,0,0,0,0,3,0,0,0,0,1.67,0
1,6,1,24,0,0,1,0,0,0,3,0,0,0,0,2,0
State,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UnicodeTranslator,20,0.2,62,0,0,1,0,0,2,7,0,0,0,0,2.86,0
StringTranslator,4,0,17,0,0,0,0,0,2,4,0,8,1,0,1,0
StringSplitter,33,1,128,1,0,2,0,0,9,3,0,4,1,0,11,0
Bracket,5,0,28,0,0,0,0,0,13,5,0,2,1,0,1,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ArgumentParserTest,6,0,183,0,0,2,0,0,0,6,0,0,0,0,1,0
SplitString,6,0.1,50,0,0,0,0,0,3,6,0,4,2,0,1,0
TextUtil,81,0.01,1257,0,0,5,0,0,4,46,0,0,0,0,1.76,0
Result,18,0.75,74,0,0,1,2,0,2,9,1,6,3,0,2,0
ArgumentParser,31,0.31,241,1,0,1,0,0,5,10,0,7,3,0,3.1,0
ShadowingClassLoaderTest,2,1,62,0,0,3,1,0,1,2,1,0,0,0,1,0
ShadowingClassLoader,20,0.03,105,0,0,2,0,0,4,10,0,0,0,0,2,0
MethodInner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ReflectUtilTest,18,0.04,443,0,0,4,0,3,11,17,0,0,0,0,1.06,0
T4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ConstructorLambda4,2,1,8,0,0,0,0,0,0,2,0,0,0,0,1,0
