Name,WMC,TCC,LOCC,NBM,GOD LASS,CBO,ATFD,NOAP,NOA,NOM,FDP,CM,CC,NOAM,AMW,Brainlass
Exporter,0,0,22,0,0,0,0,0,0,10,0,12,4,0,0,0
CommandLineExportApplication,4,0.33,115,0,0,6,5,0,2,4,1,0,0,1,1,0
Ftp,13,1,67,0,0,2,0,0,3,4,0,4,0,0,3.25,0
WebPublisher,7,0,150,0,0,0,0,0,0,3,0,2,1,0,2.33,0
ExporterJob,2,0,13,0,0,0,0,0,1,3,0,1,0,1,0.67,0
ExporterBase,18,0,165,0,0,9,6,0,9,13,1,8,6,7,1.38,0
WebdavLoadWorker,8,0,33,0,0,2,5,0,1,3,2,2,2,0,2.67,0
WebdavLoadTask,3,1,20,0,0,1,0,0,1,2,0,0,0,0,1.5,0
WebdavLoadService,8,0.4,40,0,0,5,10,0,3,6,5,0,0,0,1.33,0
4,4,1,14,0,0,2,1,0,0,1,1,0,0,0,4,0
QuitResponse,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0
3,1,1,16,0,0,2,0,0,0,1,0,0,0,0,1,0
2,1,1,6,0,0,2,0,0,0,1,0,0,0,0,1,0
1,1,1,6,0,0,2,0,0,0,1,0,0,0,0,1,0
GanttProjectApi,0,0,6,0,0,0,0,0,0,4,0,4,4,0,0,0
DesktopAdapter,4,1,48,0,0,0,0,0,0,1,0,0,0,0,4,0
CellRendererImpl,4,1,22,0,0,2,0,0,1,2,0,0,0,0,2,0
1,10,0,51,0,0,3,6,0,0,6,3,0,0,1,1.67,0
FontSubstitutionPanel,9,0.67,118,0,0,2,0,0,3,5,0,4,3,0,1.8,0
ITextStylesheet,0,0,5,0,0,0,0,0,0,2,0,2,2,0,0,0
FontSubstitution,5,0.17,27,0,0,0,0,2,3,5,0,5,3,0,1,0
FontSubstitutionModel,11,0.4,85,0,0,2,1,0,3,7,1,4,2,0,1.57,0
ChartWriter,9,0.1,84,0,0,4,6,0,11,8,1,0,0,1,1.12,0
ITextEngine,22,0.02,173,0,0,7,10,0,6,16,7,7,1,2,1.38,0
WebStartIDClass,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PropertyFetcher,5,0.33,52,0,0,12,26,0,2,4,12,0,0,0,1.25,0
PDFStylesheet,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
InputVersion,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
XmlSerializer,35,0,270,0,0,8,1,0,1,12,1,5,1,2,2.92,0
ExporterToPDF,15,0.18,82,0,0,1,0,0,2,11,0,1,1,3,1.36,0
StylesheetImpl,4,0,25,0,0,0,0,0,2,4,0,0,0,2,1,0
HTMLStylesheetImpl,8,0.4,76,0,0,3,1,0,0,7,1,0,0,1,1.14,0
5,1,1,6,0,0,1,0,0,0,1,0,0,0,0,1,0
StylesheetFactoryImpl,3,0,31,0,0,1,0,0,0,3,0,2,2,0,1,0
4,8,1,33,0,0,4,2,0,0,1,2,0,0,0,8,0
3,1,1,48,0,0,5,3,0,0,1,2,0,0,0,1,0
2,1,1,19,0,0,4,2,0,0,1,1,0,0,0,1,0
1,1,1,20,0,0,4,2,0,0,1,1,0,0,0,1,0
Stylesheet,0,0,6,0,0,0,0,0,0,2,0,3,1,0,0,0
HtmlSerializer,6,0.1,91,0,0,7,3,0,1,6,2,1,1,1,1,0
HTMLStylesheet,0,0,20,0,0,0,0,0,0,7,0,2,2,0,0,0
StylesheetExporterBase,11,0,81,0,0,2,1,0,1,11,1,1,0,2,1,0
UnixPrintWriter,6,1,32,0,0,0,0,0,0,6,0,0,0,0,1,0
Type,1,1,7,0,0,0,0,0,0,1,0,0,0,1,1,0
Icon,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0
Comment,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0
GenericName,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0
Name,1,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0
GZipOutputStream,19,0.29,173,0,0,0,0,0,22,9,0,1,1,1,2.11,0
Priority,1,1,7,0,0,0,0,0,0,1,0,0,0,1,1,0
Section,4,1,27,0,0,0,0,0,3,2,0,0,0,0,2,0
Format,1,1,8,0,0,0,0,0,0,2,0,0,0,1,0.5,0
Changelog,9,0.24,60,0,0,1,0,0,5,8,0,1,1,4,1.12,0
Maintainer,5,0.67,29,0,0,0,0,0,2,3,0,1,1,0,1.67,0
Version,11,0.5,55,0,0,0,0,0,5,4,0,1,1,1,2.75,0
Description,11,0.4,69,0,0,0,0,0,2,5,0,1,1,2,2.2,0
Deb,113,0.05,1030,1,1,7,3,0,36,48,3,0,0,9,2.35,0
BuildDeb,12,0,94,0,0,0,0,0,5,6,0,0,0,0,2,0
WebStartIDClass,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Type,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0
TaskGraphNode,12,0.27,58,0,0,1,0,0,3,12,0,3,1,3,1,0
PertChartAbstraction,11,0.17,149,0,0,7,1,0,2,5,1,0,0,1,2.2,0
1,1,1,6,0,0,1,0,0,0,1,0,0,0,0,1,0
PertChart,15,0.01,96,0,0,2,3,1,5,17,1,1,1,4,0.88,0
Main,73,0.13,765,2,0,45,0,0,11,19,0,0,0,0,3.84,1
TransitionNotationUml,121,0,703,1,0,18,0,0,0,21,0,7,2,1,5.76,1
NotationUtilityUml,185,0,1212,2,0,18,2,3,7,26,2,0,0,0,7.12,1
UserDefinedProfile,95,0.03,705,1,0,16,1,0,9,27,1,7,6,3,3.52,1
StateMachinesHelperMDRImpl,176,0,725,1,0,6,0,0,1,45,0,0,0,0,3.91,1
ModelEventPumpMDRImpl,105,0.15,879,1,0,10,2,0,12,39,1,2,1,0,2.69,1
CollaborationsHelperMDRImpl,173,0.02,862,1,0,7,2,0,2,39,1,0,0,0,4.44,1
UmlFactoryEUMLImpl,122,0.21,711,1,0,18,2,0,6,17,1,1,1,0,7.18,1
ArgoDropTargetListener,56,0.52,431,2,0,10,4,0,6,8,1,0,0,0,7,1
TargetManager,93,0.15,938,1,0,8,1,0,9,32,1,219,129,2,2.91,1
ProjectSettingsTabProfile,54,0.12,455,2,0,10,2,0,11,18,2,0,0,2,3,1
ZargoFilePersister,58,0.08,583,2,0,18,2,0,1,21,2,5,3,1,2.76,1
ClassDiagramGraphModel,130,0.05,635,1,0,5,2,0,2,17,1,2,1,1,7.65,1
ArgoDiagramImpl,111,0.01,612,1,0,17,2,0,6,38,2,7,7,8,2.92,1
UMLStateDiagram,149,0,863,2,0,44,1,0,30,51,1,4,4,0,2.92,1
UMLComboBoxModel2,133,0.06,762,2,0,6,1,0,11,44,1,6,4,4,3.02,1
AbstractGoList2,4,0,33,0,0,0,0,0,1,4,0,0,0,3,1,0
FigEntryPoint,7,0,39,0,0,0,0,1,1,4,0,0,0,2,1.75,0
AbstractArgoJPanel,14,0,165,0,0,2,0,0,6,11,0,14,8,6,1.27,0
JLinkButton,27,0.02,158,0,0,1,0,0,12,15,0,1,1,7,1.8,0
DummyDependencyChecker,5,1,36,0,0,1,2,4,4,2,1,0,0,0,2.5,0
MessageSortMDRImpl,6,0,26,0,0,0,0,0,0,7,0,0,0,6,0.86,0
Extent,4,0,22,0,0,0,0,3,3,4,0,1,1,1,1,0
KindsMDRImpl,32,0,228,0,0,1,0,0,1,32,0,0,0,28,1,0
MessageSortEUMLImpl,6,0,28,0,0,0,0,0,0,7,0,0,0,6,0.86,0
VisibilityKindEUMLImpl,4,0,19,0,0,0,0,0,0,5,0,0,0,4,0.8,0
PseudostateKindEUMLImpl,10,0,43,0,0,0,0,0,0,11,0,0,0,10,0.91,0
DirectionKindEUMLImpl,4,0,19,0,0,0,0,0,0,5,0,0,0,4,0.8,0
ConcurrencyKindEUMLImpl,3,0,15,0,0,0,0,0,0,4,0,0,0,3,0.75,0
ChangeableKindEUMLImpl,3,0,22,0,0,0,0,0,0,4,0,1,1,3,0.75,0
AggregationKindEUMLImpl,3,0,15,0,0,0,0,0,0,4,0,0,0,3,0.75,0
XmiException,10,0,152,0,0,0,0,0,4,10,0,1,1,4,1,0
CheckBoxData,4,0,24,0,0,0,0,0,2,4,0,1,1,3,1,0
AttributeInfo,4,0,22,0,0,0,0,0,2,5,0,2,1,4,0.8,0
AddSpecialAction,3,1,31,0,0,2,0,4,4,2,0,0,0,0,1.5,0
AddGeneralAction,3,1,32,0,0,2,0,4,4,2,0,0,0,0,1.5,0
AddUsageAction,3,1,32,0,0,2,0,4,4,2,0,0,0,0,1.5,0
AddAssociationAction,3,1,32,0,0,2,0,4,4,2,0,0,0,0,1.5,0
ActionWrapper,7,0,91,0,0,0,0,0,5,7,0,12,3,6,1,0
JasonsTheme,13,0,90,0,0,0,0,0,11,13,0,0,0,13,1,0
JasonsHugeTheme,13,0,90,0,0,0,0,0,11,13,0,0,0,13,1,0
JasonsBigTheme,13,0,91,0,0,0,0,0,11,13,0,0,0,13,1,0
EdgeData,10,0,81,0,0,0,0,0,5,6,0,1,1,5,1.67,0
ProgressMgr,10,0.05,83,0,0,3,3,0,3,8,2,13,5,4,1.25,0
Language,14,0,112,0,0,0,0,0,3,12,0,5,3,6,1.17,0
ProjectMemberDiagram,6,0,57,0,0,1,0,0,3,6,0,2,2,4,1,0
ProjectMemberModel,8,0,65,0,0,3,0,0,3,6,0,2,2,4,1.33,0
AbstractCrTooMany,3,0,36,0,0,0,0,0,1,3,0,6,2,3,1,0
SelectionCompartmentText,6,0,36,0,0,0,0,0,0,6,0,0,0,4,1,0
SelectionState,13,0,97,0,0,4,0,0,5,9,0,3,3,3,1.44,0
Button,1,0,17,0,0,0,0,4,4,1,0,0,0,0,1,0
SelectionDefaultClarifiers,6,0,35,0,0,0,0,0,0,6,0,0,0,4,1,0
FigPort,7,0,55,0,0,0,0,0,0,5,0,0,0,3,1.4,0
CreateDiagramElementAction,2,1,26,0,0,2,0,3,3,2,0,0,0,0,1,0
ActivityDiagramGraphModel,5,0,34,0,0,0,0,0,1,5,0,0,0,3,1,0
2,1,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,5,0,0,1,1,0,0,1,1,0,0,0,1,0
TableModelCritics,38,0.11,191,0,0,3,9,0,3,12,3,2,1,0,3.17,0
TableCritics,8,0,73,0,0,1,0,0,2,6,0,3,1,0,1.33,0
CriticBrowserDialog,48,0.49,455,0,0,6,7,0,32,18,1,0,0,0,2.67,0
ActionOpenCritics,2,1,23,0,0,2,0,0,0,2,0,0,0,0,1,0
TestSnoozeOrder,2,1,41,0,0,1,0,0,0,2,0,0,0,0,1,0
WizardItem,0,1,9,0,0,0,0,0,0,1,0,3,1,0,0,0
Wizard,27,0.07,222,0,0,1,1,0,5,22,1,22,17,3,1.23,0
SnoozeOrder,9,0.07,112,0,0,0,0,0,7,7,0,5,3,0,1.29,0
TestChecklistStatus,7,1,77,0,0,3,4,0,0,2,2,0,0,0,3.5,0
TestChecklist,7,1,76,0,0,2,4,0,0,2,2,0,0,0,3.5,0
TestCheckItem,2,1,79,0,0,2,8,0,0,2,1,0,0,0,1,0
CheckManager,12,0.17,118,0,0,1,1,0,2,5,1,0,0,0,2.4,0
ChecklistStatus,2,1,26,0,0,0,0,0,1,2,0,1,1,0,1,0
Checklist,6,0,63,0,0,1,2,0,1,6,1,2,2,2,1,0
CheckItem,16,0,137,0,0,0,0,0,4,15,0,5,5,8,1.07,0
TestTabToDo,1,1,8,0,0,2,1,0,0,1,1,0,0,0,1,0
WizStepTextField,3,1,104,0,0,1,0,0,4,3,0,7,5,0,1,0
WizStepManyTextFields,3,1,104,0,0,1,0,0,3,2,0,1,1,0,1.5,0
WizStepCue,1,0,62,0,0,1,0,0,2,1,0,0,0,0,1,0
WizStepConfirm,2,0,70,0,0,1,0,0,2,2,0,0,0,0,1,0
WizStepChoice,8,0,125,0,0,2,0,0,4,3,0,7,4,1,2.67,0
WizStep,39,0.01,279,0,0,8,2,0,9,20,1,4,4,1,1.95,0
ToDoTreeRenderer,24,0,129,1,0,5,1,0,13,3,1,0,0,0,8,0
ToDoByType,13,0.5,125,0,0,5,3,0,1,5,3,0,0,0,2.6,0
ToDoByPriority,13,0.5,133,0,0,5,4,0,1,5,4,0,0,0,2.6,0
ToDoByPoster,13,0.5,139,0,0,5,3,0,1,5,3,0,0,0,2.6,0
ToDoByOffender,13,0.5,157,0,0,5,3,0,1,5,3,0,0,0,2.6,0
ToDoByGoal,13,0.5,121,0,0,4,2,0,1,5,2,0,0,0,2.6,0
ToDoPerspective,19,0.48,128,0,0,0,0,0,3,8,0,1,1,1,2.38,0
ToDoByDecision,13,0.5,173,0,0,5,4,0,1,5,3,0,0,0,2.6,0
ToDoPane,53,0.04,488,0,0,22,2,0,16,28,2,4,1,3,1.89,0
WizDescription,10,1,119,0,0,4,0,0,3,2,0,1,1,0,5,0
TabToDo,26,0.04,216,0,0,8,1,0,9,17,1,1,1,1,1.53,0
KnowledgeTypeNode,5,0,52,0,0,1,0,0,2,4,0,7,2,1,1.25,0
GoListToTypeToItem,20,0,122,0,0,4,3,0,0,8,3,0,0,0,2.5,0
PriorityNode,6,0,72,0,0,1,0,0,6,5,0,6,2,2,1.2,0
GoListToPriorityToItem,21,0,112,0,0,4,4,0,0,8,4,0,0,0,2.62,0
GoListToPosterToItem,13,0,93,0,0,3,5,0,0,9,3,0,0,0,1.44,0
GoListToOffenderToItem,15,0,134,0,0,4,3,0,2,9,3,0,0,0,1.67,0
GoListToGoalsToItems,21,0,121,0,0,5,5,0,0,9,4,0,0,0,2.33,0
GoListToDecisionsToItems,25,0,138,0,0,5,5,0,0,11,4,0,0,0,2.27,0
4,1,1,7,0,0,1,1,0,0,1,1,0,0,0,1,0
3,1,1,5,0,0,1,1,0,0,1,1,0,0,0,1,0
2,1,1,5,0,0,1,1,0,0,1,1,0,0,0,1,0
1,4,1,17,0,0,1,3,0,0,1,1,0,0,0,4,0
ActionSnooze,3,1,25,0,0,3,1,0,0,2,1,0,0,0,1.5,0
DismissToDoItemDialog,7,0.1,194,0,0,5,1,0,7,6,1,2,2,1,1.17,0
ToDoItemAction,6,0,44,0,0,2,0,0,1,4,0,1,1,1,1.5,0
ActionResolve,2,1,20,0,0,1,1,0,0,2,1,0,0,0,1,0
GoalsDialog,4,1,152,0,0,4,5,0,6,3,3,0,0,0,1.33,0
ActionOpenGoals,2,1,21,0,0,2,0,0,0,2,0,0,0,0,1,0
DesignIssuesDialog,10,0.33,176,0,0,4,5,0,3,4,3,0,0,0,2.5,0
ActionOpenDecisions,2,1,21,0,0,2,0,0,0,2,0,0,0,0,1,0
AddToDoItemDialog,10,0,134,0,0,5,1,0,9,3,1,0,0,0,3.33,0
ActionNewToDoItem,2,1,24,0,0,4,0,0,0,2,0,0,0,0,1,0
ActionGoToCritique,2,1,29,0,0,4,1,0,1,2,1,0,0,0,1,0
ActionAutoCritique,2,1,37,0,0,3,1,0,1,2,1,0,0,0,1,0
InitCognitiveUI,4,0,22,0,0,1,0,0,0,5,0,3,2,0,0.8,0
TestTabChecklist,1,1,7,0,0,2,1,0,0,1,1,0,0,0,1,0
1,1,1,6,0,0,2,1,0,0,1,1,0,0,0,1,0
TableModelChecklist,28,0.13,178,0,0,8,0,0,3,11,0,1,1,1,2.55,0
TabChecklist,24,0.02,219,0,0,6,0,0,4,17,0,2,2,1,1.41,0
InitCheckListUI,4,0,22,0,0,1,0,0,0,5,0,3,2,0,0.8,0
TestToDoItemList,4,0,63,0,0,3,1,0,0,3,1,0,0,0,1.33,0
TestToDoItem,2,1,35,0,0,2,5,0,0,2,2,0,0,0,1,0
TestStandardCM,6,0,128,0,0,7,2,0,0,6,2,0,0,0,1,0
TestResolvedCritic,14,0,145,0,0,5,2,0,0,4,1,0,0,0,3.5,0
TestItemUID,15,0.1,236,0,0,47,0,0,2,6,0,0,0,0,2.5,0
TestGoalModel,3,0,66,0,0,2,4,0,0,3,1,0,0,0,1,0
TestGoal,3,0,71,0,0,2,3,0,0,3,2,0,0,0,1,0
TestDecision,3,0,66,0,0,2,4,0,0,3,1,0,0,0,1,0
TestCritic,3,0,26,0,0,1,0,0,1,3,0,0,0,0,1,0
Translator,5,0.33,31,0,0,1,0,0,1,3,0,0,0,0,1.67,0
ToDoListEvent,3,1,31,0,0,0,0,0,1,3,0,19,6,1,1,0
ToDoListListener,0,0,23,0,0,0,0,0,0,4,0,7,1,0,0,0
OrCM,2,1,13,0,0,0,0,0,0,1,0,0,0,0,2,0
CompositeCM,2,0,18,0,0,0,0,0,1,2,0,0,0,1,1,0
CurDecisionCM,1,1,8,0,0,1,0,0,0,2,0,1,1,0,0.5,0
DesignGoalsCM,1,1,8,0,0,1,0,0,0,2,0,1,1,0,0.5,0
NotSnoozedCM,1,1,8,0,0,2,0,0,0,2,0,1,1,0,0.5,0
EnabledCM,1,1,9,0,0,1,0,0,0,2,0,1,1,0,0.5,0
AndCM,2,1,13,0,0,0,0,0,0,1,0,0,0,0,2,0
StandardCM,1,0,13,0,0,4,0,0,0,1,0,0,0,0,1,0
UnresolvableException,1,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0
ResolvedCritic,33,0.24,269,0,0,2,2,0,3,10,2,5,3,2,3.3,0
Offender,0,1,14,0,0,0,0,0,0,1,0,1,1,0,0,0
A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Highlightable,0,0,13,0,0,0,0,0,0,2,0,4,2,0,0,0
EmptyChildGenerator,1,1,16,0,0,0,0,0,1,2,0,0,0,0,0.5,0
GoalModel,9,0.14,89,0,0,1,2,0,1,8,1,8,4,1,1.12,0
ToDoList,69,0.04,686,0,1,6,13,0,14,42,6,43,19,2,1.64,0
DecisionModel,10,0.2,93,0,0,1,3,0,1,7,1,7,5,1,1.43,0
ListSet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Poster,0,0,98,0,0,0,0,0,0,12,0,16,4,0,0,0
Goal,11,0,91,0,0,1,0,0,3,9,0,4,3,4,1.22,0
Decision,10,0,100,0,0,1,0,0,3,8,0,9,7,4,1.25,0
ToDoItem,46,0.06,468,0,1,7,5,0,14,29,2,108,64,5,1.59,0
CompoundCritic,31,0.02,275,0,0,0,0,0,2,25,0,2,1,2,1.24,0
Critic,80,0,978,0,1,9,3,0,30,65,3,29,15,20,1.23,0
ControlMech,0,1,10,0,0,0,0,0,0,1,0,1,1,0,0,0
Agency,33,0.04,345,0,0,5,2,0,6,18,2,2,1,0,1.83,0
Designer,80,0.02,872,1,0,10,2,0,33,55,2,59,27,15,1.45,0
AbstractCognitiveTranslator,0,0,14,0,0,0,0,0,0,3,0,2,1,0,0,0
PropPanelUMLStateDiagram,1,0,8,0,0,1,0,0,0,1,0,0,0,0,1,0
StateDiagramPropPanelFactory,2,1,18,0,0,1,0,0,0,2,0,0,0,0,1,0
StateDiagramModule,9,0.17,48,0,0,6,0,0,1,4,0,0,0,1,2.25,0
CreatePseudostateAction,2,1,13,0,0,3,0,0,0,2,0,0,0,0,1,0
UMLStateDiagram,39,0.01,231,0,0,26,0,0,0,17,0,0,0,1,2.29,0
StateDiagramGraphModel,1,1,9,0,0,0,0,0,0,2,0,1,1,0,0.5,0
StateDiagramFactory,1,1,8,0,0,1,0,0,0,2,0,0,0,0,0.5,0
FigRegionCompartment,10,0,67,0,0,0,0,0,0,4,0,0,0,0,2.5,0
FigBody,1,0,12,0,0,3,0,0,0,1,0,0,0,0,1,0
FigRegion,2,1,23,0,0,0,0,0,0,2,0,1,1,0,1,0
FigExitPoint,7,0,40,0,0,0,0,0,1,4,0,0,0,2,1.75,0
FigVertex,48,0.1,457,0,0,17,0,0,5,24,0,0,0,5,2,0
FigCircleState,6,0,40,0,0,0,0,0,2,6,0,0,0,0,1,0
StructureDiagram2Module,8,0,29,0,0,0,0,0,0,4,0,0,0,1,2,0
ConfigurationProperties,24,0.42,280,0,0,0,0,0,4,11,0,0,0,0,2.18,0
ConfigurationKeyImpl,10,0,104,0,0,0,0,0,1,9,0,0,0,1,1.11,0
ConfigurationFactory,3,0,64,0,0,0,0,0,2,3,0,0,0,1,1,0
IConfigurationFactory,0,1,11,0,0,0,0,0,0,1,0,1,1,0,0,0
ConfigurationHandler,52,0.06,512,0,0,2,0,0,6,36,0,18,2,0,1.44,0
Configuration,31,0.31,394,0,0,4,0,0,5,31,0,0,0,0,1,0
ConfigurationKey,0,0,18,0,0,0,0,0,0,2,0,15,7,0,0,0
UmlNotationTextEvent,5,0,34,0,0,0,0,0,4,5,0,0,0,1,1,0
StereotypeUmlNotation,4,1,39,0,0,3,0,0,1,4,0,0,0,0,1,0
UmlNotationLanguage,3,0,25,0,0,7,0,0,0,3,0,0,0,1,1,0
NotationModule,8,0.17,39,0,0,2,0,0,1,4,0,0,0,1,2,0
NotationManager,6,0.33,36,0,0,2,2,0,3,5,2,2,2,0,1.2,0
1,1,1,10,0,0,3,1,0,0,1,1,0,0,0,1,0
NotationText,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0
NameUmlNotation,4,1,39,0,0,3,0,0,1,4,0,0,0,0,1,0
NotationTextEvent,0,0,22,0,0,0,0,0,0,4,0,1,1,0,0,0
NotationLanguage,0,0,18,0,0,0,0,0,0,2,0,1,1,0,0,0
NotationType,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NotatedItem,0,0,8,0,0,0,0,0,0,5,0,10,5,0,0,0
ArgoAwtExceptionHandler,2,1,22,0,0,0,0,0,0,2,0,0,0,0,1,0
ResourceLoaderWrapper,30,0,447,1,0,6,0,0,15,12,0,5,5,0,2.5,0
ResourceLoader,31,0.17,192,0,0,0,0,0,3,13,0,0,0,0,2.38,0
ApplicationVersion,4,0,41,0,0,0,0,0,2,4,0,0,0,0,1,0
EventTracker,8,0,80,0,0,0,0,0,3,7,0,2,1,2,1.14,0
TArgoDiagramAppearanceEventListener,2,1,18,0,0,0,0,0,0,2,0,0,0,0,1,0
TArgoGeneratorEventListener,4,0,38,0,0,0,0,0,0,4,0,0,0,0,1,0
TArgoNotationEventListener,6,0,58,0,0,0,0,0,0,6,0,0,0,0,1,0
TArgoProfileEventListener,3,0,29,0,0,0,0,0,0,3,0,0,0,0,1,0
TArgoStatusEventListener,6,0,60,0,0,0,0,0,0,6,0,0,0,0,1,0
TArgoHelpEventListener,3,0,28,0,0,0,0,0,0,3,0,0,0,0,1,0
TestArgoEventPump,5,1,603,0,0,9,0,0,6,5,0,0,0,0,1,0
ArgoGeneratorEventListener,0,0,21,0,0,0,0,0,0,3,0,1,1,0,0,0
ArgoGeneratorEvent,2,1,17,0,0,0,0,0,0,2,0,0,0,1,1,0
ArgoProfileEventListener,0,0,13,0,0,0,0,0,0,2,0,1,1,0,0,0
ArgoProfileEvent,2,1,17,0,0,0,0,0,0,2,0,0,0,1,1,0
ArgoStatusEventListener,0,0,42,0,0,0,0,0,0,5,0,1,1,0,0,0
ArgoStatusEvent,3,0,32,0,0,0,0,0,1,3,0,4,1,2,1,0
ArgoHelpEventListener,0,0,17,0,0,0,0,0,0,2,0,1,1,0,0,0
ArgoHelpEvent,3,0,31,0,0,0,0,0,1,3,0,2,2,2,1,0
2,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,5,0,0,1,0,0,0,1,0,0,0,0,1,0
ArgoNotationEventListener,0,0,35,0,0,0,0,0,0,5,0,1,1,0,0,0
ArgoNotationEvent,2,1,17,0,0,0,0,0,0,2,0,0,0,1,1,0
Pair,10,0,56,0,0,0,0,0,2,6,0,2,1,2,1.67,0
ArgoEventPump,68,0.18,477,0,1,9,4,0,3,19,2,2,2,0,3.58,0
ArgoEventTypes,0,0,196,0,0,0,0,0,38,0,0,0,0,0,0,0
ArgoDiagramAppearanceEventListener,0,1,8,0,0,0,0,0,0,1,0,1,1,0,0,0
ArgoEvent,6,0,53,0,0,0,0,0,1,5,0,8,1,2,1.2,0
ArgoDiagramAppearanceEvent,2,1,19,0,0,0,0,0,0,2,0,0,0,1,1,0
InitSubSystemForTest,1,1,11,0,0,1,0,0,0,1,0,0,0,0,1,0
SubsystemUtility,1,1,28,0,0,4,1,0,0,1,1,0,0,0,1,0
1,2,0,10,0,0,1,0,0,0,2,0,0,0,0,1,0
PostLoad,2,1,40,0,0,0,0,0,2,2,0,0,0,0,1,0
LoadModules,2,1,35,0,0,1,0,0,2,3,0,0,0,0,0.67,0
StartCritics,1,1,47,0,0,15,5,0,1,2,2,0,0,0,0.5,0
ArgoVersion,2,1,20,0,0,1,0,0,2,2,0,0,0,0,1,0
GUITestInitSubsystem,2,0,45,0,0,21,25,0,1,2,21,0,0,0,1,0
GUITestCommandLineInterface,2,1,21,0,0,2,0,0,0,2,0,0,0,0,1,0
0ActionExit,4,0,36,0,0,0,0,0,3,4,0,1,1,1,1,0
Predicate,0,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0
InitSubsystem,0,0,34,0,0,0,0,0,0,4,0,2,2,0,0,0
GUISettingsTabInterface,0,0,42,0,0,0,0,0,0,6,0,9,2,0,0,0
CommandLineInterface,0,1,10,0,0,0,0,0,0,1,0,1,1,0,0,0
ArgoEventListener,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Argo,4,0,363,0,0,1,0,0,49,4,0,0,0,0,1,0
TestSequenceDiagramPropPanelFactory,2,0,34,0,0,3,0,0,0,2,0,0,0,0,1,0
TestSequenceDiagramModule,3,1,36,0,0,2,1,0,1,3,1,0,0,0,1,0
PropPanelUMLSequenceDiagram,1,0,11,0,0,1,0,0,0,1,0,0,0,0,1,0
SequenceDiagramPropPanelFactory,2,1,27,0,0,1,0,0,0,2,0,1,1,0,1,0
SequenceDiagramModule,8,0.17,99,0,0,7,0,0,2,5,0,3,1,1,1.6,0
TestUMLSequenceDiagram,4,0.5,59,0,0,2,0,0,1,4,0,0,0,0,1,0
TestSequenceDiagramFactory,3,0,35,0,0,6,1,0,2,3,1,0,0,0,1,0
TestFigMessageSpline,1,1,20,0,0,1,0,0,3,1,0,0,0,0,1,0
TestFigClassifierRole,2,0,52,0,0,10,0,0,0,2,0,0,0,0,1,0
UMLSequenceDiagram,42,0.01,352,1,0,18,0,0,2,18,0,0,0,0,2.33,0
SequenceDiagramRenderer,8,0,70,0,0,6,0,0,1,4,0,0,0,0,2,0
SequenceDiagramFactory,3,0,52,0,0,2,0,0,1,3,0,1,1,0,1,0
SelectionMessage,12,0,79,0,0,2,0,0,1,5,0,0,0,0,2.4,0
SelectionClassifierRole,27,0,179,0,0,4,0,0,0,7,0,0,0,5,3.86,0
ModePlaceClassifierRole,8,0,46,0,0,0,0,0,0,4,0,0,0,0,2,0
SequenceDiagramGraphModel,62,0.1,387,1,1,13,50,0,3,19,13,7,3,1,3.26,0
ModeCreateMessage,31,0,248,0,0,8,0,0,3,7,0,0,0,0,4.43,0
ModeBroomMessages,29,0.47,189,1,0,2,0,0,11,7,0,0,0,0,4.14,0
FigMessageSpline,4,0,50,0,0,0,0,0,0,4,0,2,2,0,1,0
FigClassifierRolePort,6,1,42,0,0,1,2,0,0,2,1,0,0,0,3,0
FigMessageComparator,3,1,22,0,0,1,0,0,0,2,0,0,0,0,1.5,0
FigLifeLine,41,0.14,311,0,0,3,1,0,7,15,1,1,1,1,2.73,0
FigHead,15,0.58,108,0,0,0,0,0,5,11,0,8,1,0,1.36,0
FigMessage,66,0,419,0,0,15,1,0,6,33,1,15,8,2,2,0
FigDestroy,2,1,26,0,0,0,0,0,0,2,0,0,0,0,1,0
FigActivation,15,0,124,0,0,2,0,0,5,7,0,1,1,1,2.14,0
ActionSetOperation,3,1,31,0,0,3,0,0,2,2,0,0,0,0,1.5,0
